
[Customer]: New insert,2023-05-19 18:40:44
[Customer]: New insert,2023-05-19 19:04:39
[Customer]: New insert,2023-05-19 19:07:48
[Customer]: New insert,2023-05-19 19:07:57
[Customer]: New insert,2023-05-19 19:12:14
[Customer]: New insert,2023-05-19 19:15:06
[Customer]: New insert,2023-05-19 19:16:40
[Customer]: New insert,2023-05-19 19:22:18
[Customer]: Login correct,2023-05-19 19:22:38
[Game]: See games,2023-05-19 19:22:53
[GameVariant]: See game variants,2023-05-19 19:22:58
[Customer]: Login correct,2023-05-19 19:36:44
[Basket]: View basket,2023-05-19 19:36:58
[Customer]: Login correct,2023-05-19 19:38:24
[Basket]: View basket,2023-05-19 19:38:28
[Customer]: Login correct,2023-05-19 19:40:30
[Basket]: View basket,2023-05-19 19:40:32
[Customer]: Login correct,2023-05-19 19:40:46
[Basket]: View basket,2023-05-19 19:40:48
[Customer]: Login correct,2023-05-19 19:42:17
[Basket]: View basket,2023-05-19 19:42:19
[Customer]: Login correct,2023-05-22 14:03:03
[Customer]: See details,2023-05-22 14:03:23
[Basket]: View basket,2023-05-22 14:04:50
[ADMIN]: New insert,2023-05-22 14:05:16
[ADMIN]: Login done,2023-05-22 14:05:30
[Game]: See games,2023-05-22 14:05:49
[ADMIN]: See details,2023-05-22 14:06:04
[GameVariant]: See game variants,2023-05-22 14:06:54
[Customer]: Login correct,2023-05-22 14:07:53
[Basket]: Add to basket,2023-05-22 14:08:00
[Customer]: Login correct,2023-05-22 15:43:21
[Basket]: View basket,2023-05-22 15:43:25
[Customer]: Login correct,2023-05-22 15:44:11
[Basket]: View basket,2023-05-22 15:44:14
[Basket]: Add to basket,2023-05-22 15:44:28
[Customer]: Login correct,2023-05-22 15:45:36
[Basket]: Add to basket,2023-05-22 15:45:39
[Customer]: Login correct,2023-05-22 15:48:27
[Basket]: View basket,2023-05-22 15:57:17
[Customer]: New insert,2023-05-22 16:05:03
[Customer]: New insert,2023-05-22 18:19:29
[Customer]: New insert,2023-05-22 18:20:45
[Customer]: Login correct,2023-05-22 18:21:05
[Basket]: View basket,2023-05-22 18:21:08
[Customer]: Login correct,2023-05-22 18:23:58
[Basket]: View basket,2023-05-22 18:24:02
[Customer]: Login correct,2023-05-22 18:31:02
[Customer]: Login correct,2023-05-22 18:33:27
[Customer]: Login correct,2023-05-22 18:35:28
[Basket]: View basket,2023-05-22 18:35:30
[GameVariant]: See game variants,2023-05-22 18:35:52
[Basket]: Add to basket,2023-05-22 18:35:59
[Basket]: View basket,2023-05-22 18:36:04
[Customer]: Login correct,2023-05-22 18:39:55
[Basket]: View basket,2023-05-22 18:39:57
[Customer]: Login correct,2023-05-22 19:05:47
[Basket]: View basket,2023-05-22 19:05:50
[Basket]: Delete basket,2023-05-22 19:05:54
[Customer]: Login correct,2023-05-22 19:09:38
[Basket]: View basket,2023-05-22 19:09:40
[GameVariant]: See game variants,2023-05-22 19:09:47
[Basket]: Add to basket,2023-05-22 19:09:55
[Basket]: View basket,2023-05-22 19:09:59
[Basket]: Delete basket,2023-05-22 19:10:13
[Basket]: View basket,2023-05-22 19:10:21
[Customer]: Exit,2023-05-22 19:11:38
[Customer]: Login correct,2023-05-22 19:11:45
[Basket]: View basket,2023-05-22 19:11:46
[Basket]: Add to basket,2023-05-22 19:11:51
[Customer]: Exit,2023-05-22 19:11:54
[Customer]: Login correct,2023-05-22 19:12:02
[Basket]: View basket,2023-05-22 19:12:03
[Basket]: Remove from basket,2023-05-22 19:12:12
[Customer]: Login correct,2023-05-22 19:13:52
[Basket]: View basket,2023-05-22 19:13:55
[Basket]: Remove from basket,2023-05-22 19:14:02
[Basket]: Remove from basket,2023-05-22 19:14:28
[Basket]: View basket,2023-05-22 19:22:12
[Customer]: Exit,2023-05-22 19:22:15
[Customer]: Login correct,2023-05-22 19:22:21
[Basket]: View basket,2023-05-22 19:22:24
[Customer]: Login correct,2023-05-22 19:24:34
[Basket]: View basket,2023-05-22 19:24:36
[Basket]: Remove from basket,2023-05-22 19:24:40
[Basket]: Update basket,2023-05-22 19:25:01
[Customer]: Login correct,2023-05-22 19:26:16
[Basket]: View basket,2023-05-22 19:26:24
[Basket]: Update basket,2023-05-22 19:26:27
[Basket]: View basket,2023-05-22 19:26:36
[User]: Exit application,2023-05-22 21:35:35
[ADMIN]: New insert,2023-05-22 21:40:22
[ADMIN]: Login done,2023-05-22 21:41:11
[ADMIN]: See details,2023-05-22 21:41:14
[ADMIN]: Login done,2023-05-22 22:11:12
[ADMIN]: See details,2023-05-22 22:11:18
[Game]: New insert,2023-05-22 22:11:28
[Game]: See games,2023-05-22 22:12:12
[ADMIN]: See details,2023-05-22 22:12:20
[ADMIN]: Login done,2023-05-22 22:13:35
[ADMIN]: See details,2023-05-22 22:13:38
[ADMIN]: Login done,2023-05-22 22:15:09
[ADMIN]: See details,2023-05-22 22:15:11
[ADMIN]: Login done,2023-05-22 22:29:40
[ADMIN]: See details,2023-05-22 22:29:47
[Game]: New insert,2023-05-22 22:29:50
[ADMIN]: Login done,2023-05-22 22:31:27
[Game]: See games,2023-05-22 22:31:29
[ADMIN]: See details,2023-05-22 22:32:34
[GameVariant]: New insert,2023-05-22 22:32:44
[ADMIN]: Login done,2023-05-22 22:34:59
[ADMIN]: See details,2023-05-22 22:35:02
[GameVariant]: New insert,2023-05-22 22:35:06
[ADMIN]: See details,2023-05-22 22:35:22
[GameVariant]: Delete by id,2023-05-22 22:35:31
[ADMIN]: See details,2023-05-22 22:36:23
[ADMIN]: Login done,2023-05-22 22:42:13
[ADMIN]: See details,2023-05-22 22:42:19
[Game]: See games,2023-05-22 22:42:55
[GameVariant]: See game variants,2023-05-22 22:42:57
[Game]: New insert,2023-05-22 22:43:01
[Game]: See games,2023-05-22 22:43:12
[ADMIN]: See details,2023-05-22 22:43:19
[Game]: Delete by id,2023-05-22 22:43:30
[Game]: See games,2023-05-22 22:43:50
[ADMIN]: See details,2023-05-22 22:43:54
[Game]: New insert,2023-05-22 22:47:07
[ADMIN]: See details,2023-05-22 22:47:37
[GameVariant]: See game variants,2023-05-22 22:47:44
[Game]: See games,2023-05-22 22:47:47
[GameVariant]: Delete by id,2023-05-22 22:47:52
[ADMIN]: Login done,2023-05-23 10:24:32
[Game]: See games,2023-05-23 10:24:36
[GameVariant]: See game variants,2023-05-23 10:24:40
[ADMIN]: See details,2023-05-23 10:24:49
[GameVariant]: Delete by id,2023-05-23 10:24:58
[ADMIN]: Login done,2023-05-23 10:25:37
[GameVariant]: Delete by id,2023-05-23 10:25:40
[GameVariant]: See game variants,2023-05-23 10:25:45
[Game]: See games,2023-05-23 10:25:50
[ADMIN]: See details,2023-05-23 10:26:01
[Game]: Delete by id,2023-05-23 10:26:10
[ADMIN]: See details,2023-05-23 10:26:16
[Game]: See games,2023-05-23 10:26:22
[Customer]: New insert,2023-05-23 12:00:09
[Customer]: Login correct,2023-05-23 12:00:30
[Basket]: View basket,2023-05-23 12:00:36
[GameVariant]: See game variants,2023-05-23 12:00:46
[Customer]: Exit,2023-05-23 12:01:15
[ADMIN]: Login done,2023-05-23 12:01:21
[GameVariant]: See game variants,2023-05-23 12:01:32
[Game]: See games,2023-05-23 12:01:41
[Game]: New insert,2023-05-23 12:01:43
[Game]: See games,2023-05-23 12:02:00
[GameVariant]: New insert,2023-05-23 12:02:08
[GameVariant]: New insert,2023-05-23 12:02:36
[GameVariant]: See game variants by price,2023-05-23 12:03:01
[ADMIN]: New insert,2023-05-25 17:16:34
[ADMIN]: Login done,2023-05-25 17:16:49
[Game]: New insert,2023-05-25 17:17:14
